id,timestamp,x,y,z,label
A,252207666810782,-0.36476135,8.793503,1.0550842,0
A,252207717164786,-0.8797302,9.768784,1.0169983,0
A,252207767518790,2.0014954,11.10907,2.619156,0
A,252207817872794,0.45062256,12.651642,0.18455505,0
A,252207868226798,-2.1643524,13.928436,-4.4224854,0
A,252207918580802,-4.332779,13.361191,-0.7188721,0
A,252207968934806,-0.31944275,13.318359,-0.23202515,0
A,252208019288809,1.566452,9.515274,-0.01777649,0
A,252208069642813,-0.32374573,5.262665,0.32234192,0
A,252208119996817,-1.811676,3.7105103,1.3739319,0
A,252208170350821,-1.1340485,4.538269,2.2975464,0
A,252208220704825,0.09291077,6.7061005,1.8996277,0
A,252208271058829,-1.0363159,15.611984,2.6415253,0
A,252208321412833,0.7523041,9.682709,3.0008698,0
A,252208371766837,-0.49697876,18.676529,0.9373779,0
A,252208422120841,-2.359375,10.250824,-1.7508545,0
A,252208472474845,0.5801697,7.5878143,0.44392395,0
A,252208522828849,-2.8121796,9.1380005,-0.45043945,0
A,252208573182852,-1.8853912,8.08699,0.8474426,0
A,252208623536856,0.88934326,4.5319824,-0.22895813,0
A,252208673890860,0.0048217773,7.2174377,0.3471222,0
A,252208724244864,-0.40156555,8.818573,0.5805359,0
A,252208774598868,-1.3717194,11.805405,2.5853271,0
A,252208824952872,3.6513977,10.278336,3.7453308,0
A,252208875306876,1.6511078,13.003159,-2.6304626,0
A,252208925660880,-6.492264,15.142807,-4.1967316,0
A,252208976014884,-2.3653412,14.497086,-0.5090637,0
A,252209026368888,0.5682068,10.774796,-1.6243744,0
A,252209076722892,0.1408844,6.327484,-0.5890198,0
A,252209127076895,-2.2570343,2.6841736,-0.44177246,0
A,252209177430899,-2.5901947,3.7238007,1.4221497,0
A,252209227784903,-0.14053345,5.54245,2.450531,0
A,252209278138907,-0.093048096,11.105392,1.9259796,0
A,252209328492911,-3.0816803,17.96025,6.4721985,0
A,252209378846915,0.50057983,16.245224,-1.8384705,0
A,252209429200919,-1.6666412,7.324051,1.2213898,0
A,252209479554923,0.85995483,8.953232,2.8749847,0
A,252209529908927,-2.504074,8.181229,-0.8282013,0
A,252209580262931,-3.458725,7.9203186,-0.53718567,0
A,252209630616934,-0.3136902,5.471634,-0.12658691,0
A,252209680970938,0.79541016,5.9292755,-0.13972473,0
A,252209731324942,-0.29496765,8.266602,0.50408936,0
A,252209781678946,-1.1681519,11.531845,2.7651062,0
A,252209832032950,3.0590363,11.120392,2.9900513,0
A,252209882386954,-0.85884094,13.88443,-2.6391144,0
A,252209932740958,-5.2745667,15.338074,-4.0735626,0
A,252209983094962,-2.3806763,14.130188,-0.27114868,0
A,252210033448966,1.5170441,9.865021,-0.58065796,0
A,252210083802970,0.13645935,4.564209,-0.13917542,0
A,252210134156974,-2.172699,3.204422,0.057388306,0
A,252210184510977,-1.8132629,4.813339,2.3857117,0
A,252210234864981,0.51412964,7.8227844,2.8281097,0
A,252210285218985,-1.78656,13.410919,3.566269,0
A,252210335572989,-3.6832428,18.107956,3.3124084,0
A,252210385926993,0.3745575,14.882523,-3.208435,0
A,252210436280997,-0.05987549,8.4926605,-1.2915192,0
A,252210486635001,-0.94311523,9.317978,0.45887756,0
A,252210536989005,-2.986435,7.9619904,0.16313171,0
A,252210587343009,-1.5778961,6.1477356,0.41433716,0
A,252210637697013,-0.019592285,5.26503,-0.35966492,0
A,252210688051017,-0.019897461,7.798828,-0.095199585,0
A,252210738405020,0.058135986,10.209793,1.8944855,0
A,252210788759024,0.8058319,10.359772,3.8279877,0
A,252210839113028,0.3924408,12.281372,-0.30545044,0
A,252210889467032,-3.9925232,14.625122,-4.93573,0
A,252210939821036,-4.0758667,14.620773,-2.5863495,0
A,252210990175040,-0.34283447,12.458115,-0.50730896,0
A,252211040529044,0.7679138,7.3632965,-0.3050232,0
A,252211090883048,-0.46720886,2.8192444,-0.74923706,0
A,252211141237052,-2.23732,2.7022247,0.15597534,0
A,252211191591056,-1.9308167,6.462158,2.4403076,0
A,252211241945059,-0.45767212,12.173721,2.2596283,0
A,252211292299063,-0.8964386,10.782166,3.548706,0
A,252211342653067,-4.38501,15.069595,1.6982269,0
A,252211393007071,-3.3600311,12.750702,-0.30786133,0
A,252211443361075,0.11109924,8.382492,-0.92041016,0
A,252211493715079,-2.8299103,8.635773,-0.9124603,0
A,252211544069083,-4.005768,7.5156097,0.17929077,0
A,252211594423087,-1.6379852,4.747345,0.018661499,0
A,252211644777091,1.4026489,6.004471,0.05848694,0
A,252211695131095,-0.12463379,8.899155,0.6542053,0
A,252211745485099,-0.46896362,11.344849,1.8815918,0
A,252211795839102,1.3414612,10.808838,3.188797,0
A,252211846193106,0.339859,14.034363,-4.3385468,0
A,252211896547110,-5.550171,15.081116,-4.2319794,0
A,252211946901114,-1.658493,15.331543,-1.5031738,0
A,252211997255118,1.6804657,9.785477,-0.08633423,0
A,252212047609122,0.44187927,5.100357,-0.37687683,0
A,252212097963126,-2.2576447,3.0484161,0.0031585693,0
A,252212148317130,-2.5245667,4.165619,1.2511749,0
A,252212198671134,-0.25663757,6.146927,1.7322845,0
A,252212249025138,-0.697052,11.57724,3.471695,0
A,252212299379142,-2.0449982,12.916489,3.3371277,0
A,252212349733145,-4.3201447,18.554672,0.09161377,0
A,252212400087149,-1.1653442,9.230667,-3.075348,0
A,252212450441153,2.5440826,8.671188,-1.2250519,0
A,252212500795157,-3.1288757,9.155563,0.42170715,0
A,252212551149161,-2.805008,7.3309937,0.8727112,0
A,252212601503165,0.4025879,4.8469696,-0.7140503,0
A,252212651857169,-1.0872803,4.889328,0.38276672,0
A,252212702211173,-0.4865265,8.643509,-0.43984985,0
A,252212752565177,-0.7057953,11.539047,4.013626,0
A,252212802919181,2.628891,10.204651,3.1709747,0
A,252212853273184,-1.1148682,14.490784,-4.8614655,0
A,252212903627188,-8.082993,13.595688,-4.332855,0
A,252212953981192,-1.6681671,14.467438,-0.49649048,0
A,252213004335196,1.917923,12.217239,-0.27590942,0
A,252213054689200,0.82159424,5.5958405,1.0650482,0
A,252213105043204,-1.3745728,1.6477356,-0.87457275,0
A,252213155397208,-2.9497223,3.234253,0.5137329,0
A,252213205751212,-1.2893066,8.20285,2.9591675,0
A,252213256105216,1.1725616,11.215851,2.9013214,0
A,252213306459220,-6.2711487,14.75296,5.1496887,0
A,252213356813224,-1.0957336,18.787323,-9.686493,0
A,252213407167227,-1.1481476,7.024933,0.21739197,0
A,252213457521231,2.4118958,8.726578,2.372635,0
A,252213507875235,-5.0621033,10.803223,0.26490784,0
A,252213558229239,-3.532257,6.4562836,0.3705902,0
A,252213608583243,-0.7037964,3.9090424,-0.17088318,0
A,252213658937247,0.23147583,7.4364166,-0.12234497,0
A,252213709291251,-0.6518402,9.172073,-0.059936523,0
A,252213759645255,-1.3802185,10.52861,3.5401611,0
A,252213809999259,0.19184875,11.422043,0.8295593,0
A,252213860353263,-1.1698608,15.171539,-5.802887,0
A,252213910707267,-5.2522736,15.355621,-1.3793335,0
A,252213961061270,0.886673,13.861618,0.020568848,0
A,252214011415274,1.7843628,7.6093597,-0.033950806,0
A,252214061769278,-0.94381714,3.7541199,-0.521286,0
A,252214112123282,-2.7763062,2.3498688,0.47795105,0
A,252214162477286,-1.0563354,5.2252045,2.4285736,0
A,252214212831290,0.46794128,9.040665,1.6820068,0
A,252214263185294,-2.081726,12.149155,1.5634003,0
A,252214313539298,-2.4803467,12.771179,2.7843323,0
A,252214363893302,-4.9830017,15.776566,4.225357,0
A,252214414247306,-1.8104248,7.8801575,0.07962036,0
A,252214464601309,-0.07556152,8.93544,-0.71318054,0
A,252214514955313,-2.7999268,8.901947,-0.41175842,0
A,252214565309317,-2.3333893,5.4234924,1.0314484,0
A,252214615663321,-0.1773529,5.507614,0.09451294,0
A,252214666017325,0.94703674,8.491959,0.48883057,0
A,252214716371329,-0.09484863,9.81842,1.7395782,0
A,252214766725333,0.014282227,10.294312,3.4131775,0
A,252214817079337,0.20487976,11.648209,0.3952942,0
A,252214867433341,-3.4627838,14.026703,-3.6961823,0
A,252214917787345,-4.6564484,14.694321,-2.4266205,0
A,252214968141349,-0.6949463,13.383667,-0.4116974,0
A,252215018495352,1.3785095,8.264587,-0.31607056,0
A,252215068849356,-0.094314575,4.4319,-0.78860474,0
A,252215119203360,-2.815918,3.2064514,-0.20536804,0
A,252215169557364,-2.0655518,4.414032,1.6419983,0
A,252215219911368,-0.30981445,8.14592,1.880127,0
A,252215270265372,-2.7969513,13.337265,4.4647675,0
A,252215320619376,-2.4265442,17.764664,2.577835,0
A,252215370973380,-0.06303406,12.163284,-1.7489166,0
A,252215421327384,0.78359985,8.312317,-0.56222534,0
A,252215471681388,-2.6509094,10.5905,0.118499756,0
A,252215522035392,-3.736557,8.603821,0.5336151,0
A,252215572389395,-1.2045288,5.019562,0.20254517,0
A,252215622743399,-0.7453308,5.354721,-0.39645386,0
A,252215673097403,-0.80078125,8.1800995,0.19300842,0
A,252215723451407,-0.8074646,9.826248,2.4233093,0
A,252215773805411,1.8885803,9.616241,3.7499847,0
A,252215824159415,0.53868103,13.410095,-1.6612244,0
A,252215874513419,-5.549713,15.593979,-4.885437,0
A,252215924867423,-4.934021,13.647522,-1.9322357,0
A,252215975221427,0.5018616,13.274124,-0.27523804,0
A,252216025575431,1.3054199,9.195007,0.68562317,0
A,252216075929434,-1.1353302,3.327011,-0.50979614,0
A,252216126283438,-2.0115204,2.2418213,0.62275696,0
A,252216176637442,-0.71681213,4.6865845,3.612152,0
A,252216226991446,0.5881195,9.096298,1.6933899,0
A,252216277345450,-4.435852,15.209,5.7863617,0
A,252216327699454,-1.2836456,16.201752,0.39245605,0
A,252216378053458,-2.3407135,8.969162,0.86061096,0
