id,timestamp,x,y,z,label
A,252207918580802,0.2893528170415318,0.9270892227460974,2.0817761778853825,1
A,252207968934806,-0.0413953704213984,1.38671094990721,0.6895701672100576,1
A,252208019288809,-0.5790864052801593,1.7365261791325353,-0.4772554425087695,1
A,252208069642813,-1.555959076736264,2.038168973078948,-1.099460444231484,1
A,252208119996817,-1.7917850720962345,1.2930450197876295,-1.2571648291590547,1
A,252208170350821,-1.1068334137083564,-0.0920686184694491,-0.4147678858925968,1
A,252208220704825,-0.1469058614053908,-0.6094270535826636,0.2702875214764684,1
A,252208271058829,-0.0471962257569479,-0.4540586048141802,1.0609626822640017,1
A,252208321412833,1.4900008357706167,-1.5548476780079383,0.6033809445388553,1
A,252208371766837,-0.3338296636641775,0.0628566379422764,0.5669779203194092,1
A,252208422120841,0.6831879729467549,0.2027118950793609,0.0260803501138567,1
A,252208472474845,0.7179892964850598,1.1233727801510769,-0.5607089283178434,1
A,252208522828849,0.3841598560072159,1.505099311085064,-1.1476682522925086,1
A,252208573182852,-0.0532233906595893,-0.3824540267003348,-0.9179790758369216,1
A,252208623536856,-0.3516508121109952,-1.005787081681719,-0.597830497301759,1
A,252208673890860,0.1639112764043613,-1.419375525313079,-0.730613747872966,1
A,252208724244864,0.4845155740859724,-1.7537196963155226,0.0776287655079681,1
A,252208774598868,0.9188789711915633,-1.739898791412489,0.795584413185461,1
A,252208824952872,1.615065664813157,-0.9777781576896096,1.7538942457698032,1
A,252208875306876,2.321229070513452,0.9446179301576384,1.0398733371165414,1
A,252208925660880,0.7088557270088269,2.332010482395174,0.6632701743274421,1
A,252208976014884,-0.6336529504083166,1.6215714583793996,0.1408123472494226,1
A,252209026368888,-2.3024723950957746,1.0905262426200963,-1.5743148659125137,1
A,252209076722892,-1.9391819813260576,1.317520602759905,-0.9712731591364352,1
A,252209127076895,-1.143456374093899,0.6127594323636092,-0.8609185222285548,1
A,252209177430899,-0.9064527750916048,-0.6171532847671162,0.1174008296753972,1
A,252209227784903,-0.1374807450562815,-0.4660956750460484,1.089207166289942,1
A,252209278138907,0.1389766363810834,0.3640065334023175,1.807538328505042,1
A,252209328492911,0.8470022509193195,0.4289018843930251,0.6542030681355966,1
