id,timestamp,x,y,z,label
D,241598622217012,4.059128,5.9654236,6.240402,0
D,241598672571016,3.9438477,5.6366425,6.2335052,0
D,241598722925020,3.5816956,5.6384277,6.787384,0
D,241598773279024,3.4419556,5.564392,6.7660522,0
D,241598823633028,3.0746918,5.422821,6.5029755,0
D,241598873987032,2.8877106,5.243088,6.641632,0
D,241598924341036,3.0049896,5.2465515,6.6928406,0
D,241598974695040,2.9883575,5.451782,6.638504,0
D,241599025049044,2.7996063,5.1864166,6.7222595,0
D,241599075403047,2.949356,4.8383026,6.9542236,0
D,241599125757051,3.3405914,5.301422,6.8429565,0
D,241599176111152,3.7178497,5.504181,6.611496,0
D,241599226465156,3.8942566,4.878418,6.8284607,0
D,241599276819160,3.986374,5.0015717,6.74498,0
D,241599327173164,3.828308,5.301239,6.3997955,0
D,241599377527168,3.7023315,5.6665344,6.4571533,0
D,241599427881172,3.7355652,5.833084,6.359909,0
D,241599478235176,3.7630463,5.5939484,6.2118073,0
D,241599528589180,3.9134216,5.782318,6.233032,0
D,241599578943184,3.9515686,5.5514374,6.376999,0
D,241599629297187,4.188339,5.5429993,6.195862,0
D,241599679651191,4.176544,5.7361603,5.9593353,0
D,241599730005195,4.295273,5.3936157,6.3203125,0
D,241599780359199,4.350601,5.1692657,6.7183685,0
D,241599830713203,4.213516,4.6792755,6.7095947,0
D,241599881067207,3.83049,4.6638184,6.535507,0
D,241599931421211,2.909256,5.1132965,6.7346954,0
D,241599981775215,2.6274414,5.5668793,7.2338257,0
D,241600032129219,2.841446,4.9766693,7.3159485,0
D,241600082483223,3.6059875,4.8020325,6.338333,0
D,241600132837227,3.9320831,4.4273224,6.4969788,0
D,241600183191230,4.4888916,4.3094482,7.0243073,0
D,241600233545234,4.039154,5.2922363,6.79068,0
D,241600283899238,3.394638,5.7401276,6.5118713,0
D,241600334253242,3.3608856,5.424118,6.706955,0
D,241600384607246,3.7355042,5.105652,6.8318634,0
D,241600434961250,4.040222,4.95343,6.6476135,0
D,241600485315254,4.0719147,4.824951,6.7634277,0
D,241600535669258,4.077118,4.912216,6.753662,0
D,241600586023262,3.930359,4.456436,6.88974,0
D,241600636377266,3.7267609,4.6116943,6.623337,0
D,241600686731269,3.9321747,4.1002502,6.964279,0
D,241600737085273,4.205414,4.483963,7.4029694,0
D,241600787439277,3.8502045,4.7268677,6.541748,0
D,241600837793281,3.484665,4.75502,7.101898,0
D,241600888147285,4.0034637,4.412552,7.0913086,0
D,241600938501289,4.0796967,4.0736847,6.9536896,0
D,241600988855293,4.184143,4.457672,6.9248047,0
D,241601039209297,4.2187195,4.4823,6.9275208,0
D,241601089563301,4.12117,4.748535,6.914963,0
D,241601139917305,3.874054,4.7194214,6.8257294,0
D,241601190271309,3.9101715,4.6859436,6.8296204,0
D,241601240625312,4.0266113,4.68396,6.868683,0
D,241601290979316,4.039871,4.588211,6.9141693,0
