id,timestamp,x,y,z,label
D,241598622217012,3.4423405694109723,5.704314470430558,6.540938074077414,1
D,241598672571016,4.236159398415359,6.127611683241168,7.260093035396181,1
D,241598722925020,4.773634541436767,7.53697950463137,8.56463475519142,1
D,241598773279024,5.200189384601099,7.458137746159221,7.732422559521328,1
D,241598823633028,4.301866906725,6.711974330389267,6.887597874292019,1
D,241598873987032,3.946071466869197,4.722425080781156,6.311989629949122,1
D,241598924341036,2.874277807299258,3.740186926026347,5.25992654483655,1
D,241598974695040,1.7389680210868383,4.122573695671687,4.812313204723004,1
D,241599025049044,1.180596842031992,3.212360392788459,5.107807140275002,1
D,241599075403047,1.601333197970008,3.573440765582196,6.378096202768074,1
D,241599125757051,2.625485016089831,5.555760934155524,7.266346374151473,1
D,241599176111152,4.26905397644669,6.406948515501836,8.494558527537347,1
D,241599226465156,5.141852096289243,6.408107349191375,8.516149306075036,1
D,241599276819160,5.814374154166968,7.477590203692184,8.399098525032336,1
D,241599327173164,5.310883510604925,6.232524562383336,6.4232751947831765,1
D,241599377527168,4.629517752345416,5.094184547357427,6.272897601050115,1
D,241599427881172,3.107993859663364,4.80736621289756,4.986739128866142,1
D,241599478235176,2.315266907825026,3.48242543886431,4.607583785868025,1
D,241599528589180,1.9482245204675368,3.6059055788367735,4.767999734900471,1
D,241599578943184,2.742982988514691,4.704298656236265,5.838581987471682,1
D,241599629297187,3.5921188313151435,5.777332078117663,6.782032943716543,1
D,241599679651191,5.103901800680002,6.84223914149415,7.516118204821961,1
D,241599730005195,5.3119533291436,6.971936048317941,8.088909318942504,1
D,241599780359199,5.871362384454312,6.865420599355293,8.007772025599293,1
D,241599830713203,5.958805152769458,6.194198734103074,7.240104376746383,1
D,241599881067207,4.452225153301948,4.448531541901163,5.64779930396764,1
D,241599931421211,1.894892261441511,3.5184382545375965,5.037493957386949,1
D,241599981775215,1.1157750535543696,3.7494357019459055,5.410446019029935,1
D,241600032129219,0.8272637090749595,3.517872744725037,6.050974642665019,1
D,241600082483223,2.726186610778703,3.409938068572483,6.7935942116820565,1
D,241600132837227,3.0316543339380138,4.58212909175044,7.231881924687717,1
D,241600183191230,5.453368435528901,5.466345969541468,9.16672983997428,1
D,241600233545234,5.675262302331185,7.224691552554181,8.581832556582237,1
D,241600283899238,4.987740984323693,7.297051649820676,7.139433231573959,1
D,241600334253242,4.177321941787625,5.323076879193838,7.336016082151992,1
D,241600384607246,3.9978102128371575,5.075014912556982,5.771364921744243,1
D,241600434961250,2.6149634316815016,3.655141741053845,5.210520099772978,1
D,241600485315254,2.352260513446629,2.6852580458491766,4.880002913740704,1
D,241600535669258,2.349438090338796,3.5085277085297197,6.01714291892288,1
D,241600586023262,2.8011755354225283,3.724247778179485,6.670462515162518,1
D,241600636377266,3.039062852519393,5.023495001333193,7.628322350040616,1
D,241600686731269,4.9750349733037655,5.271192293493271,8.434787068884278,1
D,241600737085273,5.777662228473329,6.095772386778428,9.976780179512634,1
D,241600787439277,5.632644421093849,6.3605174101148005,8.38222070233858,1
D,241600837793281,5.517930266024171,5.418611060884813,7.015154761399413,1
D,241600888147285,4.287598180751695,3.653371073966938,5.782749036045744,1
